family,route,final_url,first_pass_status,evidence_run,first_pass_notes
Shop,/shop/manager/queue,/shop/login,REPAIRED_NOT_CERTIFIED,20260802_011623,Shared portal auth/session blocker cleared; runtime reopen/login/refresh/deep-link proof passed in iteration_107. Full page certification still pending.
Shop,/shop/me,/shop/login,REPAIRED_NOT_CERTIFIED,20260802_011623,Shared portal auth/session blocker cleared; runtime reopen/login/refresh/deep-link proof passed in iteration_107. Full page certification still pending.
Shop,/shop/units/history,/shop/login,REPAIRED_NOT_CERTIFIED,20260802_011623,Shared portal auth/session blocker cleared; runtime reopen/login/refresh/deep-link proof passed in iteration_107. Full page certification still pending.
Shop,/shop/fuel-lube/new,/shop/login,REPAIRED_NOT_CERTIFIED,20260802_011623,Shared portal auth/session blocker cleared; runtime reopen/login/refresh/deep-link proof passed in iteration_107. Full page certification still pending.
Shop,/shop/fuel-lube,/shop/login,REPAIRED_NOT_CERTIFIED,20260802_011623,Shared portal auth/session blocker cleared; runtime reopen/login/refresh/deep-link proof passed in iteration_107. Full page certification still pending.
Shop,/shop/service-truck-reconciliation/new,/shop/login,REPAIRED_NOT_CERTIFIED,20260802_011623,Shared portal auth/session blocker cleared; runtime reopen/login/refresh/deep-link proof passed in iteration_107. Full page certification still pending.
Shop,/shop/service-truck-reconciliation,/shop/login,REPAIRED_NOT_CERTIFIED,20260802_011623,Shared portal auth/session blocker cleared; runtime reopen/login/refresh/deep-link proof passed in iteration_107. Full page certification still pending.
Shop,/shop/pm,/shop/login,REPAIRED_NOT_CERTIFIED,20260802_011623,Shared portal auth/session blocker cleared; runtime reopen/login/refresh/deep-link proof passed in iteration_107. Full page certification still pending.
Shop,/shop/pm/templates,/shop/login,REPAIRED_NOT_CERTIFIED,20260802_011623,Shared portal auth/session blocker cleared; runtime reopen/login/refresh/deep-link proof passed in iteration_107. Full page certification still pending.
Shop,/shop/pm/schedules,/shop/login,REPAIRED_NOT_CERTIFIED,20260802_011623,Shared portal auth/session blocker cleared; runtime reopen/login/refresh/deep-link proof passed in iteration_107. Full page certification still pending.
Shop,/shop/pm/work-orders,/shop/login,REPAIRED_NOT_CERTIFIED,20260802_011623,Shared portal auth/session blocker cleared; runtime reopen/login/refresh/deep-link proof passed in iteration_107. Full page certification still pending.
Shop,/shop/trench-safety-repairs,/shop/login,REPAIRED_NOT_CERTIFIED,20260802_011623,Shared portal auth/session blocker cleared; runtime reopen/login/refresh/deep-link proof passed in iteration_107. Full page certification still pending.
Shop,/shop/fleet,/shop/login,REPAIRED_NOT_CERTIFIED,20260802_011623,Shared portal auth/session blocker cleared; runtime reopen/login/refresh/deep-link proof passed in iteration_107. Full page certification still pending.
Shop,/shop/equipment,/shop/login,REPAIRED_NOT_CERTIFIED,20260802_011623,Shared portal auth/session blocker cleared; runtime reopen/login/refresh/deep-link proof passed in iteration_107. Full page certification still pending.
Management,/pm/login,/pm/login,CERTIFIED,20260802_011806,"Certified after shared auth/session fix + ES/mobile login proof + runtime pass (`iteration_107`, `iteration_108`, screenshot 20260802_023346)."
Management,/pm/hub_v2,/pm/login,REPAIRED_NOT_CERTIFIED,20260802_011806,Shared portal auth/session blocker cleared; runtime reopen/login/refresh/deep-link proof passed in iteration_107. Full page certification still pending.
Management,/pm/jobs,/pm/login,REPAIRED_NOT_CERTIFIED,20260802_011806,Shared portal auth/session blocker cleared; runtime reopen/login/refresh/deep-link proof passed in iteration_107. Full page certification still pending.
Management,/pm/qaqc,/pm/login,REPAIRED_NOT_CERTIFIED,20260802_011806,Shared portal auth/session blocker cleared; runtime reopen/login/refresh/deep-link proof passed in iteration_107. Full page certification still pending.
Management,/pm/photos,/pm/login,REPAIRED_NOT_CERTIFIED,20260802_011806,Shared portal auth/session blocker cleared; runtime reopen/login/refresh/deep-link proof passed in iteration_107. Full page certification still pending.
Management,/pm/equipment,/pm/login,REPAIRED_NOT_CERTIFIED,20260802_011806,Shared portal auth/session blocker cleared; runtime reopen/login/refresh/deep-link proof passed in iteration_107. Full page certification still pending.
Management,/pm/trench-safety,/pm/login,REPAIRED_NOT_CERTIFIED,20260802_011806,Shared portal auth/session blocker cleared; runtime reopen/login/refresh/deep-link proof passed in iteration_107. Full page certification still pending.
Management,/pm/operational-intelligence,/pm/operational-intelligence,REPAIRED_NOT_CERTIFIED,20260802_011806,Repaired raw 401 user leak; route still needs full content/width recertification.
Management,/hr/login,/hr/login,CERTIFIED,20260802_011806,"Certified after shared auth/session fix + ES/mobile login proof + runtime pass (`iteration_107`, `iteration_108`)."
Management,/hr/hub_v2,/hr/login,REPAIRED_NOT_CERTIFIED,20260802_011806,Shared portal auth/session blocker cleared; runtime reopen/login/refresh/deep-link proof passed in iteration_107. Full page certification still pending.
Management,/hr/training-records,/hr/login,REPAIRED_NOT_CERTIFIED,20260802_011806,Shared portal auth/session blocker cleared; runtime reopen/login/refresh/deep-link proof passed in iteration_107. Full page certification still pending.
Management,/hr/daily-reports,/hr/login,REPAIRED_NOT_CERTIFIED,20260802_011806,Shared portal auth/session blocker cleared; runtime reopen/login/refresh/deep-link proof passed in iteration_107. Full page certification still pending.
Management,/hr/safety-records,/hr/login,REPAIRED_NOT_CERTIFIED,20260802_011806,Shared portal auth/session blocker cleared; runtime reopen/login/refresh/deep-link proof passed in iteration_107. Full page certification still pending.
Management,/admin/login,/admin/login,OPENED_NOT_AUDITED,20260802_011806,
Management,/admin/executive-overview,/admin/executive-overview,CERTIFIED,20260802_011806,"Certified after shared admin-shell ES repair, executive reason localization, 390px proof, and no auth regressions (screenshots 20260802_025704, 20260802_025923)."
Management,/admin/qaqc,/admin/qaqc,OPENED_NOT_AUDITED,20260802_011806,
Management,/admin/transportation,/admin/transportation,AUDITED_DEFECTS_FOUND,20260802_011806,
Management,/admin/photos,/admin/photos,REPAIRED_NOT_CERTIFIED,20260802_011806,"Shared shell repaired, but route content still leaks mixed EN/ES labels and remains open."
Management,/admin/storage,/admin/storage-recovery,REDIRECT_CERTIFIED,20260802_011806,
Management,/admin/operational-intelligence,/admin/operational-intelligence,OPENED_NOT_AUDITED,20260802_011806,
Management,/admin/platform-readiness,/admin/platform-readiness,REPAIRED_NOT_CERTIFIED,20260802_011806,Shared shell repaired; full route-level ES/content recertification still pending.
Cross-portal,/admin/hub_v1,/admin,REDIRECT_CERTIFIED,20260802_012148/20260802_012249,
Cross-portal,/admin/hub_v2,/admin,REDIRECT_CERTIFIED,20260802_012148/20260802_012249,
Cross-portal,/admin/audit,/admin/audit-log,REDIRECT_CERTIFIED,20260802_012148/20260802_012249,
Cross-portal,/admin/health,/admin/system-health,REDIRECT_CERTIFIED,20260802_012148/20260802_012249,
Cross-portal,/admin/ods-intelligence,/admin/operational-intelligence,REDIRECT_CERTIFIED,20260802_012148/20260802_012249,
Cross-portal,/admin/occ,/admin/operations-control,REDIRECT_CERTIFIED,20260802_012148/20260802_012249,
Cross-portal,/executive,/admin/executive-overview,REDIRECT_CERTIFIED,20260802_012148/20260802_012249,
Cross-portal,/executive-dashboard,/admin/executive-overview,REDIRECT_CERTIFIED,20260802_012148/20260802_012249,
Cross-portal,/admin/executive,/admin/executive-overview,REDIRECT_CERTIFIED,20260802_012148/20260802_012249,
Cross-portal,/admin/ai,/admin/ai-operations,REDIRECT_CERTIFIED,20260802_012148/20260802_012249,
Cross-portal,/safety/jha,/jha,REDIRECT_CERTIFIED,20260802_012148/20260802_012249,
Cross-portal,/safety/trench-boxes,/trench-safety/tabulated-data,REDIRECT_CERTIFIED,20260802_012148/20260802_012249,
Cross-portal,/admin/transportation/academy,/admin/transportation/academy,OPENED_NOT_AUDITED,20260802_012148/20260802_012249,
