kind,verb,path,area,criticality,roles,mobile_required,attachment_dep,operational_impact,source_file,source_line
backend_api,GET,/api/dev/check,misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,967
backend_api,GET,/api/dev/ops-manual.pdf,misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,973
backend_api,GET,/api/dev/ops-manual.docx,misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,989
backend_api,GET,/api/admin/ops-manual.pdf,Admin,P2,admin,no,no,Operational support — non-blocking,server.py,1012
backend_api,GET,/api/admin/ops-manual.docx,Admin,P2,admin,no,no,Operational support — non-blocking,server.py,1026
backend_api,POST,/api/dev/ops-manual/snapshot,misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,1047
backend_api,GET,/api/dev/ops-manual/snapshots,misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,1081
backend_api,DELETE,/api/dev/ops-manual/snapshots/{snap_id},misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,1091
backend_api,GET,/api/dev/ops-manual/snapshots/{snap_id}.pdf,misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,1101
backend_api,GET,/api/dev/ops-manual/snapshots/{snap_id}.docx,misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,1122
backend_api,GET,/api/dev/source-bundle.zip,misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,1246
backend_api,GET,/api/dev/source-bundle.info,misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,1265
backend_api,GET,/api/admin/employees/export,Admin,P2,admin,no,no,Operational support — non-blocking,server.py,1377
backend_api,GET,/api/admin/suppliers/export,Admin,P2,admin,no,no,Operational support — non-blocking,server.py,1397
backend_api,GET,/api/admin/equipment-master/export,Shop/Fleet,P1,"admin,pm",no,no,Mission critical — significant degradation,server.py,1409
backend_api,GET,/api/admin/equipment-parts/export,Shop/Fleet,P1,"admin,pm",no,no,Mission critical — significant degradation,server.py,1436
backend_api,GET,/api/admin/jobs/export,Admin,P2,admin,no,no,Operational support — non-blocking,server.py,1466
backend_api,POST,/api/admin/login,Auth,P0,admin,YES,no,Operational survival — workflow halts,server.py,1489
backend_api,GET,/api/admin/check,Admin,P2,admin,no,no,Operational support — non-blocking,server.py,1515
backend_api,POST,/api/admin/logout,Admin,P2,admin,no,no,Operational support — non-blocking,server.py,1521
backend_api,POST,/api/admin/auth/verify-password,Auth,P0,admin,YES,no,Operational survival — workflow halts,server.py,1546
backend_api,GET,/api/admin/submit-language-stats,Admin,P2,admin,no,no,Operational support — non-blocking,server.py,1576
backend_api,POST,/api/calculators/save,misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,1659
backend_api,GET,/api/admin/calculators/stats,Admin,P2,admin,no,no,Operational support — non-blocking,server.py,1688
backend_api,GET,/api/admin/calculators/export.csv,Admin,P2,admin,no,no,Operational support — non-blocking,server.py,1734
backend_api,POST,/api/shop/login,Auth,P0,shop,YES,no,Operational survival — workflow halts,server.py,1771
backend_api,GET,/api/shop/check,Shop/Fleet,P1,shop,no,no,Mission critical — significant degradation,server.py,1885
backend_api,GET,/api/shop/me,Shop/Fleet,P1,shop,no,no,Mission critical — significant degradation,server.py,1895
backend_api,POST,/api/shop/change-password,Shop/Fleet,P1,shop,no,no,Mission critical — significant degradation,server.py,1915
backend_api,POST,/api/shop/forgot-password,Shop/Fleet,P1,shop,no,no,Mission critical — significant degradation,server.py,1975
backend_api,POST,/api/shop/reset-password,Shop/Fleet,P1,shop,no,no,Mission critical — significant degradation,server.py,2072
backend_api,GET,/api/job-hazard-plans,misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,2240
backend_api,GET,/api/job-hazard-plans/{project_number}/file,misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,2254
backend_api,POST,/api/job-hazard-plans,misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,2282
backend_api,DELETE,/api/job-hazard-plans/{project_number},misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,2327
backend_api,GET,/api/job-hazard-files,misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,2343
backend_api,GET,/api/job-hazard-files/public/grouped,misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,2350
backend_api,GET,/api/job-hazard-files/by-project/{project_number},misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,2361
backend_api,POST,/api/job-hazard-files,misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,2368
backend_api,GET,/api/job-hazard-files/{file_id}/download,misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,2387
backend_api,DELETE,/api/job-hazard-files/{file_id},misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,2424
backend_api,GET,/api/trench-box-files,misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,2438
backend_api,GET,/api/trench-box-files/by-box/{box_id},misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,2447
backend_api,POST,/api/trench-box-files,misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,2454
backend_api,DELETE,/api/trench-box-files/{file_id},misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,2476
backend_api,GET,/api/trench-boxes,misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,2530
backend_api,GET,/api/trench-boxes/{box_id},misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,2547
backend_api,GET,/api/trench-boxes/{box_id}/file,misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,2559
backend_api,POST,/api/trench-boxes,misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,2590
backend_api,PUT,/api/trench-boxes/{box_id},misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,2618
backend_api,DELETE,/api/trench-boxes/{box_id},misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,2645
backend_api,GET,/api/equipment-master,Shop/Fleet,P1,pm,no,no,Mission critical — significant degradation,server.py,2718
backend_api,GET,/api/admin/equipment-master/archive,Shop/Fleet,P1,"admin,pm",no,no,Mission critical — significant degradation,server.py,2740
backend_api,POST,/api/admin/equipment-master/{unit_id}/restore,Shop/Fleet,P1,"admin,pm",no,no,Mission critical — significant degradation,server.py,2748
backend_api,GET,/api/equipment-types,Shop/Fleet,P1,pm,no,no,Mission critical — significant degradation,server.py,2763
backend_api,GET,/api/jobs,misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,2792
backend_api,GET,/api/admin/jobs,Admin,P2,admin,no,no,Operational support — non-blocking,server.py,2808
backend_api,POST,/api/admin/jobs,Admin,P2,admin,no,no,Operational support — non-blocking,server.py,2823
backend_api,PATCH,/api/admin/jobs/{job_id}/active,Admin,P2,admin,no,no,Operational support — non-blocking,server.py,2832
backend_api,DELETE,/api/admin/jobs/{job_id},Admin,P2,admin,no,no,Operational support — non-blocking,server.py,2843
backend_api,GET,/api/admin/shop-users,Shop/Fleet,P1,"admin,shop",no,no,Mission critical — significant degradation,server.py,2879
backend_api,POST,/api/admin/shop-users,Shop/Fleet,P1,"admin,shop",no,no,Mission critical — significant degradation,server.py,2886
backend_api,PATCH,/api/admin/shop-users/{user_id},Shop/Fleet,P1,"admin,shop",no,no,Mission critical — significant degradation,server.py,2896
backend_api,DELETE,/api/admin/shop-users/{user_id},Shop/Fleet,P1,"admin,shop",no,no,Mission critical — significant degradation,server.py,2913
backend_api,POST,/api/admin/shop-users/{user_id}/set-password,Shop/Fleet,P1,"admin,shop",no,no,Mission critical — significant degradation,server.py,2922
backend_api,POST,/api/admin/shop-users/{user_id}/disable,Shop/Fleet,P1,"admin,shop",no,no,Mission critical — significant degradation,server.py,2952
backend_api,POST,/api/admin/shop-users/{user_id}/email-welcome,Shop/Fleet,P1,"admin,shop",no,no,Mission critical — significant degradation,server.py,2963
backend_api,GET,/api/admin/jobs/archive,Admin,P2,admin,no,no,Operational support — non-blocking,server.py,3091
backend_api,POST,/api/admin/jobs/{job_id}/restore,Backup/R2,P0,admin,no,no,Operational survival — workflow halts,server.py,3103
backend_api,POST,/api/admin/jobs/bulk-replace,Admin,P2,admin,no,no,Operational support — non-blocking,server.py,3112
backend_api,PATCH,/api/admin/jobs/{job_id}/co-pms,Admin,P2,"admin,pm",no,no,Operational support — non-blocking,server.py,3127
backend_api,GET,/api/employees,misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,3245
backend_api,GET,/api/admin/employees/status,Admin,P2,admin,no,no,Operational support — non-blocking,server.py,3257
backend_api,GET,/api/admin/employees/archive,Admin,P2,admin,no,no,Operational support — non-blocking,server.py,3271
backend_api,POST,/api/admin/employees/{employee_id}/restore,Backup/R2,P0,admin,no,no,Operational survival — workflow halts,server.py,3276
backend_api,POST,/api/admin/employees/upload,Attachments,P0,admin,YES,YES,Operational survival — workflow halts,server.py,3284
backend_api,POST,/api/admin/employees,Admin,P2,admin,no,no,Operational support — non-blocking,server.py,3369
backend_api,PUT,/api/admin/employees/{employee_id},Admin,P2,admin,no,no,Operational support — non-blocking,server.py,3396
backend_api,DELETE,/api/admin/employees/{employee_id},Admin,P2,admin,no,no,Operational support — non-blocking,server.py,3419
backend_api,GET,/api/suppliers,misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,3433
backend_api,GET,/api/admin/suppliers/status,Admin,P2,admin,no,no,Operational support — non-blocking,server.py,3445
backend_api,GET,/api/admin/suppliers/archive,Admin,P2,admin,no,no,Operational support — non-blocking,server.py,3459
backend_api,POST,/api/admin/suppliers/{supplier_id}/restore,Backup/R2,P0,admin,no,no,Operational survival — workflow halts,server.py,3464
backend_api,POST,/api/admin/suppliers/upload,Attachments,P0,admin,YES,YES,Operational survival — workflow halts,server.py,3472
backend_api,POST,/api/admin/suppliers,Admin,P2,admin,no,no,Operational support — non-blocking,server.py,3536
backend_api,PUT,/api/admin/suppliers/{supplier_id},Admin,P2,admin,no,no,Operational support — non-blocking,server.py,3556
backend_api,DELETE,/api/admin/suppliers/{supplier_id},Admin,P2,admin,no,no,Operational support — non-blocking,server.py,3579
backend_api,GET,/api/admin/projects/list,PM,P1,admin,no,no,Mission critical — significant degradation,server.py,3674
backend_api,GET,/api/admin/projects/pnl,PM,P1,admin,no,no,Mission critical — significant degradation,server.py,3709
backend_api,GET,/api/admin/equipment-master/status,Shop/Fleet,P1,"admin,pm",no,no,Mission critical — significant degradation,server.py,3923
backend_api,POST,/api/admin/equipment-master,Shop/Fleet,P1,"admin,pm",no,no,Mission critical — significant degradation,server.py,3948
backend_api,PUT,/api/admin/equipment-master/{unit_id},Shop/Fleet,P1,"admin,pm",no,no,Mission critical — significant degradation,server.py,3990
backend_api,DELETE,/api/admin/equipment-master/{unit_id},Shop/Fleet,P1,"admin,pm",no,no,Mission critical — significant degradation,server.py,4018
backend_api,POST,/api/admin/equipment-master/upload,Shop/Fleet,P1,"admin,pm",no,YES,Mission critical — significant degradation,server.py,4035
backend_api,GET,/api/exports/csv,misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,4288
backend_api,GET,/api/exports/summary,misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,4359
backend_api,GET,/api/exports/full-backup,misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,4412
backend_api,GET,/api/admin/backups,Backup/R2,P0,admin,no,no,Operational survival — workflow halts,server.py,6644
backend_api,GET,/api/admin/backups/integrity-check,Backup/R2,P0,admin,no,no,Operational survival — workflow halts,server.py,6663
backend_api,GET,/api/admin/backups/{filename},Backup/R2,P0,admin,no,no,Operational survival — workflow halts,server.py,6713
backend_api,DELETE,/api/admin/backups/{filename},Backup/R2,P0,admin,no,no,Operational survival — workflow halts,server.py,6746
backend_api,POST,/api/admin/backups/run-now,Backup/R2,P0,admin,no,no,Operational survival — workflow halts,server.py,6783
backend_api,POST,/api/admin/backups/run-complete-now,Backup/R2,P0,admin,no,no,Operational survival — workflow halts,server.py,6871
backend_api,GET,/api/admin/backups-complete-r2-state,Backup/R2,P0,admin,no,no,Operational survival — workflow halts,server.py,6921
backend_api,GET,/api/admin/backups-list-r2,Backup/R2,P0,admin,no,no,Operational survival — workflow halts,server.py,6937
backend_api,GET,/api/admin/sessions/recent,Auth,P0,admin,YES,no,Operational survival — workflow halts,server.py,6993
backend_api,GET,/api/admin/backups-scheduler-state,Backup/R2,P0,admin,no,no,Operational survival — workflow halts,server.py,7079
backend_api,POST,/api/admin/data-fixes/run,Admin,P2,admin,no,no,Operational support — non-blocking,server.py,7141
backend_api,GET,/api/admin/crew-recovery/status,Daily Report,P0,admin,YES,YES,Operational survival — workflow halts,server.py,7159
backend_api,POST,/api/admin/crew-recovery/reset-password,Daily Report,P0,admin,YES,YES,Operational survival — workflow halts,server.py,7196
backend_api,POST,/api/admin/crew-recovery/force-reseed,Daily Report,P0,admin,YES,YES,Operational survival — workflow halts,server.py,7225
backend_api,POST,/api/admin/crew-recovery/scrap-crew-hub,Daily Report,P0,admin,YES,YES,Operational survival — workflow halts,server.py,7252
backend_api,POST,/api/admin/alert-outage,Admin,P2,admin,no,no,Operational support — non-blocking,server.py,7321
backend_api,GET,/api/admin/persistence-check,Admin,P2,admin,no,no,Operational support — non-blocking,server.py,7358
backend_api,PATCH,/api/admin/records/{kind}/{record_id}/project,PM,P1,admin,no,no,Mission critical — significant degradation,server.py,7449
backend_api,POST,/api/exports/restore,Backup/R2,P0,public_or_multi,no,no,Operational survival — workflow halts,server.py,7474
backend_api,GET,/api/equipment-status-board,Shop/Fleet,P1,pm,no,no,Mission critical — significant degradation,server.py,7680
backend_api,POST,/api/translate,misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,7864
backend_api,HEAD,/api/training/video/{filename},misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,8014
backend_api,GET,/api/training/video/{filename},misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,8015
backend_api,GET,/api/training/videos,misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,8092
backend_api,GET,/api/training/packet.pdf,misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,8158
backend_api,GET,/api/admin/training/stats,Admin,P2,admin,no,no,Operational support — non-blocking,server.py,8286
backend_api,GET,/api/qr.svg,misc,P3,public_or_multi,no,no,Secondary/admin — internal,server.py,8343
backend_api,PUT,/api/admin/training/videos,Admin,P2,admin,no,no,Operational support — non-blocking,server.py,8365
backend_api,GET,/api/po-requests,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/po_requests.py,336
backend_api,GET,/api/po-requests/summary,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/po_requests.py,390
backend_api,GET,/api/po-requests/export.csv,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/po_requests.py,411
backend_api,GET,/api/po-requests/{po_id},misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/po_requests.py,495
backend_api,POST,/api/po-requests,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/po_requests.py,502
backend_api,POST,/api/po-requests/{po_id}/approve,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/po_requests.py,557
backend_api,POST,/api/po-requests/{po_id}/receipt,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/po_requests.py,635
backend_api,POST,/api/po-requests/{po_id}/respond-clarification,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/po_requests.py,706
backend_api,POST,/api/po-requests/{po_id}/close,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/po_requests.py,745
backend_api,POST,/api/po-requests/{po_id}/cancel,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/po_requests.py,773
backend_api,POST,/api/admin/po-requests/scan-missing-receipts,Admin,P2,admin,no,no,Operational support — non-blocking,routes/po_requests.py,796
backend_api,GET,/api/admin/po-requests/scan-missing-receipts/preview,Admin,P2,admin,no,no,Operational support — non-blocking,routes/po_requests.py,801
backend_api,POST,/api/events,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/operations.py,389
backend_api,GET,/api/events,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/operations.py,397
backend_api,GET,/api/events/{event_id},misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/operations.py,424
backend_api,PATCH,/api/events/{event_id},misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/operations.py,431
backend_api,POST,/api/holds,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/operations.py,444
backend_api,POST,/api/holds/{hold_id}/approve,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/operations.py,499
backend_api,POST,/api/holds/{hold_id}/dismiss,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/operations.py,531
backend_api,POST,/api/holds/{hold_id}/release,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/operations.py,567
backend_api,GET,/api/holds,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/operations.py,598
backend_api,POST,/api/assignments,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/operations.py,625
backend_api,POST,/api/assignments/{asset_id}/clear,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/operations.py,670
backend_api,POST,/api/transfers,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/operations.py,692
backend_api,POST,/api/transfers/{xid}/decide,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/operations.py,740
backend_api,GET,/api/transfers,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/operations.py,846
backend_api,GET,/api/integration-readiness,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/operations.py,863
backend_api,GET,/api/utilization,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/operations.py,906
backend_api,GET,/api/assets/{asset_id}/profile,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/operations.py,959
backend_api,GET,/api/idle-equipment,misc,P3,pm,no,no,Secondary/admin — internal,routes/operations.py,1023
backend_api,GET,/api/day-1-debrief/questions,misc,P3,dispatch,no,no,Secondary/admin — internal,routes/dispatch_day1_debrief.py,169
backend_api,GET,/api/week-1-debrief/questions,misc,P3,dispatch,no,no,Secondary/admin — internal,routes/dispatch_day1_debrief.py,177
backend_api,POST,/api/day-1-debrief,misc,P3,dispatch,no,no,Secondary/admin — internal,routes/dispatch_day1_debrief.py,238
backend_api,POST,/api/week-1-debrief,misc,P3,dispatch,no,no,Secondary/admin — internal,routes/dispatch_day1_debrief.py,247
backend_api,GET,/api/banners/active,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/hub_banners.py,235
backend_api,POST,/api/banners/{banner_id}/acknowledge,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/hub_banners.py,326
backend_api,POST,/api/banners/{banner_id}/dismiss,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/hub_banners.py,348
backend_api,GET,/api/admin/banners,Admin,P2,admin,no,no,Operational support — non-blocking,routes/hub_banners.py,369
backend_api,POST,/api/admin/banners,Admin,P2,admin,no,no,Operational support — non-blocking,routes/hub_banners.py,384
backend_api,PATCH,/api/admin/banners/{banner_id},Admin,P2,admin,no,no,Operational support — non-blocking,routes/hub_banners.py,426
backend_api,DELETE,/api/admin/banners/{banner_id},Admin,P2,admin,no,no,Operational support — non-blocking,routes/hub_banners.py,462
backend_api,POST,/api/admin/banners/translate,Admin,P2,admin,no,no,Operational support — non-blocking,routes/hub_banners.py,470
backend_api,GET,/api/admin/banners/{banner_id}/audit,Admin,P2,admin,no,no,Operational support — non-blocking,routes/hub_banners.py,531
backend_api,GET,/api/admin/banners/{banner_id}/audit.pdf,Admin,P2,admin,no,no,Operational support — non-blocking,routes/hub_banners.py,549
backend_api,GET,/api/admin/banners/{banner_id}/audit.csv,Admin,P2,admin,no,no,Operational support — non-blocking,routes/hub_banners.py,579
backend_api,POST,/api/admin/banners/{banner_id}/clone,Admin,P2,admin,no,no,Operational support — non-blocking,routes/hub_banners.py,615
backend_api,POST,/api/assignments,misc,P3,dispatch,no,no,Secondary/admin — internal,routes/dispatch_lifecycle.py,421
backend_api,GET,/api/assignments/board,misc,P3,dispatch,no,no,Secondary/admin — internal,routes/dispatch_lifecycle.py,522
backend_api,GET,/api/assignments,misc,P3,dispatch,no,no,Secondary/admin — internal,routes/dispatch_lifecycle.py,545
backend_api,GET,/api/assignments/{assignment_id},misc,P3,dispatch,no,no,Secondary/admin — internal,routes/dispatch_lifecycle.py,578
backend_api,POST,/api/assignments/{assignment_id}/transition,misc,P3,dispatch,no,no,Secondary/admin — internal,routes/dispatch_lifecycle.py,595
backend_api,POST,/api/assignments/{assignment_id}/cancel,misc,P3,dispatch,no,no,Secondary/admin — internal,routes/dispatch_lifecycle.py,638
backend_api,POST,/api/assignments/{assignment_id}/reassign,misc,P3,dispatch,no,no,Secondary/admin — internal,routes/dispatch_lifecycle.py,710
backend_api,GET,/api/state-events,misc,P3,dispatch,no,no,Secondary/admin — internal,routes/dispatch_lifecycle.py,802
backend_api,GET,/api/haul-cycles,misc,P3,dispatch,no,no,Secondary/admin — internal,routes/dispatch_lifecycle.py,828
backend_api,GET,/api/lifecycle/states,misc,P3,dispatch,no,no,Secondary/admin — internal,routes/dispatch_lifecycle.py,857
backend_api,GET,/api/haul-activity,misc,P3,dispatch,no,no,Secondary/admin — internal,routes/dispatch_lifecycle.py,874
backend_api,GET,/api/health-summary,Health/Diagnostic,P2,dispatch,no,no,Operational support — non-blocking,routes/dispatch_lifecycle.py,1035
backend_api,GET,/api/operations-center,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/operations_center.py,123
backend_api,GET,/api/last-activity,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/last_activity.py,81
backend_api,GET,/api/findings,Compliance,P1,dispatch,no,no,Mission critical — significant degradation,routes/dispatch_governance.py,263
backend_api,GET,/api/system-health,misc,P3,admin,no,no,Secondary/admin — internal,routes/admin_ops.py,210
backend_api,GET,/api/system-health/recent,misc,P3,admin,no,no,Secondary/admin — internal,routes/admin_ops.py,217
backend_api,GET,/api/audit-log,misc,P3,admin,no,no,Secondary/admin — internal,routes/admin_ops.py,229
backend_api,GET,/api/search,misc,P3,admin,no,no,Secondary/admin — internal,routes/admin_ops.py,346
backend_api,GET,/api/deploy-recovery,misc,P3,admin,no,no,Secondary/admin — internal,routes/admin_ops.py,452
backend_api,GET,/api/lookup,misc,P3,admin,no,no,Secondary/admin — internal,routes/admin_ops.py,537
backend_api,GET,/api/admin/po-digest/preview,Admin,P2,admin,no,no,Operational support — non-blocking,routes/po_digest_admin.py,50
backend_api,POST,/api/admin/po-digest/run-now,Admin,P2,admin,no,no,Operational support — non-blocking,routes/po_digest_admin.py,62
backend_api,GET,/api/integrations/health,Health/Diagnostic,P2,public_or_multi,no,no,Operational support — non-blocking,routes/integration_health.py,246
backend_api,GET,/api/integrations/alerts,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/integration_health.py,253
backend_api,GET,/api/pm/check,PM,P1,pm,no,no,Mission critical — significant degradation,routes/pm_routes.py,139
backend_api,GET,/api/pm/crew/training-records,Daily Report,P0,pm,YES,YES,Operational survival — workflow halts,routes/pm_routes.py,144
backend_api,GET,/api/pm/crew/ppe,Daily Report,P0,pm,YES,YES,Operational survival — workflow halts,routes/pm_routes.py,171
backend_api,GET,/api/pm/crew/capas,Daily Report,P0,pm,YES,YES,Operational survival — workflow halts,routes/pm_routes.py,195
backend_api,GET,/api/pm/crew/summary,Daily Report,P0,pm,YES,YES,Operational survival — workflow halts,routes/pm_routes.py,220
backend_api,GET,/api/pm/me,PM,P1,pm,no,no,Mission critical — significant degradation,routes/pm_routes.py,255
backend_api,POST,/api/pm/login,Auth,P0,pm,YES,no,Operational survival — workflow halts,routes/pm_routes.py,282
backend_api,POST,/api/pm/forgot-password,PM,P1,pm,no,no,Mission critical — significant degradation,routes/pm_routes.py,407
backend_api,POST,/api/pm/reset-password,PM,P1,pm,no,no,Mission critical — significant degradation,routes/pm_routes.py,504
backend_api,POST,/api/pm/change-password,PM,P1,pm,no,no,Mission critical — significant degradation,routes/pm_routes.py,542
backend_api,POST,/api/pm/logout,PM,P1,pm,no,no,Mission critical — significant degradation,routes/pm_routes.py,581
backend_api,POST,/api/upload,Attachments,P0,public_or_multi,YES,YES,Operational survival — workflow halts,routes/payroll_variance.py,306
backend_api,GET,/api/recent,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/payroll_variance.py,336
backend_api,GET,/api/{batch_id}.csv,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/payroll_variance.py,346
