source_file,source_line,declared_route,owner,family,intended_audience,entry_path,navigation_source,role_requirements,intentionally_hidden,hidden_rationale,canonical_relationship,en_es_compliance,responsive_compliance,certification_evidence,governance_evidence
frontend/src/app/routing/AppRoutes.jsx,527,/safety/cards,Safety Operations,Safety Operations,Safety operator / public safety user,Discovery path pending explicit click-proof,Path proof pending,Safety operator / public safety user,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED safety shell + EN/ES + responsive proof (2026-08-02),"Certified after shared Safety sidebar localization fix plus family re-audit at 1440 + 390 (`auto_frontend_testing_agent`, 2026-08-02); route now renders governed Spanish chrome cleanly."
frontend/src/app/routing/AppRoutes.jsx,528,/field,Shared platform / public workflow,Shared Operational Home and Public Entry,Public / Shared,Discovery path pending explicit click-proof,Path proof pending,Public / Shared,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED,Certified after direct ES screenshot proof at 1440 + 390 (`20260802_035254`); governed field hub now renders Spanish UI cleanly while retaining the global MASCI Operations Platform identity footer.
frontend/src/app/routing/AppRoutes.jsx,529,/field/calculators,Shared platform / public workflow,Shared Operational Home and Public Entry,Public / Shared,Discovery path pending explicit click-proof,Path proof pending,Public / Shared,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED,"Certified after direct ES screenshot proof at 1440 + 390 (`20260802_035254`); calculator shell, governed selects, and responsive layout held without route-local drift."
frontend/src/app/routing/AppRoutes.jsx,530,/qaqc,Shared platform / public workflow,Shared Operational Home and Public Entry,Public / Shared,Discovery path pending explicit click-proof,Path proof pending,Public / Shared,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED,"2026-08-02 Level 2 shared/public certification: QA/QC public hub passed EN/ES, responsive proof, and route-specific navigation checks."
frontend/src/app/routing/AppRoutes.jsx,531,/qa-qc,Shared platform / public workflow,Shared Operational Home and Public Entry,Public / Shared,Discovery path pending explicit click-proof,Path proof pending,Public / Shared,YES,"Surface is reached from a parent list, card, or workflow with a runtime record id rather than from primary navigation.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED,"Legacy alias audited in ES at 1440 + 390 (`auto_frontend_testing_agent`, 2026-08-02); redirects cleanly to canonical `/qaqc`, which passed without overflow or English chrome leaks."
frontend/src/app/routing/AppRoutes.jsx,532,/qaqc/:slug/new,Shared platform / public workflow,Shared Operational Home and Public Entry,Public / Shared,Discovery path pending explicit click-proof,Path proof pending,Public / Shared,YES,"Surface is reached from a parent list, card, or workflow with a runtime record id rather than from primary navigation.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED,2026-08-02 Level 1 shared/public certification: discovered concrete-form create route passed EN/ES and mobile/desktop proof after sticky-footer overflow fix.
frontend/src/app/routing/AppRoutes.jsx,533,/qaqc/:id,Shared platform / public workflow,Shared Operational Home and Public Entry,Public / Shared,Discovery path pending explicit click-proof,Path proof pending,Public / Shared,YES,"Surface is reached from a parent list, card, or workflow with a runtime record id rather than from primary navigation.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED 390/768/1024/1440,Ledger row already carries certification evidence.
frontend/src/app/routing/AppRoutes.jsx,534,/admin/qaqc,Administration,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin shell + EN/ES + responsive proof (2026-08-02),"Certified after direct admin audit in ES at 1440 + 390 (`auto_frontend_testing_agent`, 2026-08-02); route passed with governed shell chrome, no overflow, and no visible English leaks."
frontend/src/app/routing/AppRoutes.jsx,535,/admin/transportation/*,Administration,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,Administrator / executive reviewer,YES,"Surface is reached from a parent list, card, or workflow with a runtime record id rather than from primary navigation.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED wildcard inheritance from certified admin transportation routes (2026-08-05),"Certified after shared transportation-shell/i18n convergence plus direct ES proof at 1440 + 390 (`20260802_034413`, `20260802_034525`); admin transportation family now renders governed Spanish navigation, cards, and mission shell cleanly."
frontend/src/app/routing/AppRoutes.jsx,540,/transportation-operations/*,Transportation Operations,Transportation Operations,Transportation / Dispatch / Carrier,Discovery path pending explicit click-proof,Path proof pending,Transportation / Dispatch / Carrier,YES,"Surface is reached from a parent list, card, or workflow with a runtime record id rather than from primary navigation.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED wildcard inheritance from certified transport routes (2026-08-05),"Certified after dispatch-side transportation-shell recertification and direct ES proof at 1440 + 390 (`20260802_035444`, `20260802_035511`); shared mission-control family now holds without mixed-language shell leaks. Child routes now carry closure, so the wildcard inherits the family certification."
frontend/src/app/routing/AppRoutes.jsx,541,/admin/photos,Administration,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin photos + responsive proof (2026-08-02),"Certified after focused re-audit in ES at 1440 + 390 (`auto_frontend_testing_agent`, 2026-08-02); photo library chrome, governed controls, and responsive layout all passed. English project names were fixture data only."
frontend/src/app/routing/AppRoutes.jsx,549,/constraints,Shared platform / public workflow,Shared Operational Home and Public Entry,Public / Shared,Discovery path pending explicit click-proof,Path proof pending,Public / Shared,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED,2026-08-02 Level 2 shared/public certification: constraints hub passed EN/ES and responsive proof.
frontend/src/app/routing/AppRoutes.jsx,550,/constraints/new,Shared platform / public workflow,Shared Operational Home and Public Entry,Public / Shared,Discovery path pending explicit click-proof,Path proof pending,Public / Shared,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED,2026-08-02 Level 2 shared/public certification: route verified as a clean permission-gated no-access consumer for the current admin role with correct RBAC messaging and no runtime defects.
frontend/src/app/routing/AppRoutes.jsx,551,/constraints/:id,Shared platform / public workflow,Shared Operational Home and Public Entry,Public / Shared,Discovery path pending explicit click-proof,Path proof pending,Public / Shared,YES,"Surface is reached from a parent list, card, or workflow with a runtime record id rather than from primary navigation.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED,2026-08-02 Level 3 shared/public certification: constraint detail route verified to handle invalid ids gracefully with clean error state.
frontend/src/app/routing/AppRoutes.jsx,554,/leadership,Field Leadership,Field Leadership,Field Leadership / admin reviewer,Discovery path pending explicit click-proof,Path proof pending,Field Leadership / admin reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,EVIDENCE_RECORDED,EVIDENCE_RECORDED,CERTIFIED operator-language + load proof (2026-08-03),"Reachable route known, but no route-level certification evidence yet."
frontend/src/app/routing/AppRoutes.jsx,557,/leadership/hub_v2,Field Leadership,Field Leadership,Field Leadership / admin reviewer,Discovery path pending explicit click-proof,Path proof pending,Field Leadership / admin reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,EVIDENCE_RECORDED,EVIDENCE_RECORDED,CERTIFIED operator-language + load proof (2026-08-03),"Reachable route known, but no route-level certification evidence yet."
frontend/src/app/routing/AppRoutes.jsx,561,/leadership/records,Field Leadership,Field Leadership,Field Leadership / admin reviewer,Discovery path pending explicit click-proof,Path proof pending,Field Leadership / admin reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,EVIDENCE_RECORDED,EVIDENCE_RECORDED,CERTIFIED operator-language + load proof (2026-08-03),"Reachable route known, but no route-level certification evidence yet."
frontend/src/app/routing/AppRoutes.jsx,562,/leadership/records/:id,Field Leadership,Field Leadership,Field Leadership / admin reviewer,Discovery path pending explicit click-proof,Path proof pending,Field Leadership / admin reviewer,YES,"Surface is reached from a parent list, card, or workflow with a runtime record id rather than from primary navigation.",PRIMARY_ROUTE,EVIDENCE_RECORDED,EVIDENCE_RECORDED,CERTIFIED operator-language + deep-link proof (2026-08-03),Surface discovered from source/runtime inventory and still lacks direct runtime proof.
frontend/src/app/routing/AppRoutes.jsx,563,/leadership/:kind/new,Field Leadership,Field Leadership,Field Leadership / admin reviewer,Discovery path pending explicit click-proof,Path proof pending,Field Leadership / admin reviewer,YES,"Surface is reached from a parent list, card, or workflow with a runtime record id rather than from primary navigation.",PRIMARY_ROUTE,EVIDENCE_RECORDED,EVIDENCE_RECORDED,CERTIFIED operator-language + deep-link proof (2026-08-03),Surface discovered from source/runtime inventory and still lacks direct runtime proof.
frontend/src/app/routing/AppRoutes.jsx,568,/safety/inspections/new,Safety Operations,Safety Operations,Safety operator / public safety user,Discovery path pending explicit click-proof,Path proof pending,Safety operator / public safety user,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED safety shell + EN/ES + responsive proof (2026-08-02),"Certified after shared Safety sidebar localization fix plus family re-audit at 1440 + 390 (`auto_frontend_testing_agent`, 2026-08-02); route now renders governed Spanish chrome cleanly."
frontend/src/app/routing/AppRoutes.jsx,569,/inspect/new,Shared platform / public workflow,Shared Operational Home and Public Entry,Public / Shared,Discovery path pending explicit click-proof,Path proof pending,Public / Shared,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,PENDING_REVIEW,PENDING_REVIEW,PENDING,2026-08-02 Level 3 redirect certification: legacy /inspect/new route correctly hands off through auth to canonical /safety/inspections/new.
frontend/src/app/routing/AppRoutes.jsx,570,/submit,Shared platform / public workflow,Shared Operational Home and Public Entry,Public / Shared,Discovery path pending explicit click-proof,Path proof pending,Public / Shared,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,PENDING_REVIEW,PENDING_REVIEW,PENDING,2026-08-02 Level 3 redirect certification: legacy /submit route correctly hands off through auth to canonical /safety/inspections/new with returnTo.
frontend/src/app/routing/AppRoutes.jsx,571,/inspections/submit,Shared platform / public workflow,Shared Operational Home and Public Entry,Public / Shared,Discovery path pending explicit click-proof,Path proof pending,Public / Shared,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,PENDING_REVIEW,PENDING_REVIEW,PENDING,2026-08-02 Level 3 redirect certification: legacy /inspections/submit route cleanly hands off through auth to canonical /safety/inspections/new with correct returnTo behavior.
frontend/src/app/routing/AppRoutes.jsx,572,/inspections/new,Shared platform / public workflow,Shared Operational Home and Public Entry,Public / Shared,Discovery path pending explicit click-proof,Path proof pending,Public / Shared,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,PENDING_REVIEW,PENDING_REVIEW,PENDING,2026-08-02 Level 3 redirect certification: legacy /inspections/new route cleanly hands off through auth to canonical /safety/inspections/new with correct returnTo behavior.
frontend/src/app/routing/AppRoutes.jsx,574,/meetings/new,Shared platform / public workflow,Shared Operational Home and Public Entry,Public / Shared,Discovery path pending explicit click-proof,Path proof pending,Public / Shared,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED,2026-08-02 Level 1 Safety certification: authenticated meeting-create route opened cleanly and inherits the governed meeting workflow surface.
frontend/src/app/routing/AppRoutes.jsx,575,/meetings/submit,Shared platform / public workflow,Shared Operational Home and Public Entry,Public / Shared,Discovery path pending explicit click-proof,Path proof pending,Public / Shared,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED,2026-08-02 Level 1 Safety certification: public meeting submission route passed EN/ES and responsive proof with form controls present.
frontend/src/app/routing/AppRoutes.jsx,577,/jha,Shared platform / public workflow,Shared Operational Home and Public Entry,Public / Shared,Discovery path pending explicit click-proof,Path proof pending,Public / Shared,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED 390/430 + desktop,Ledger row already carries certification evidence.
frontend/src/app/routing/AppRoutes.jsx,578,/jha/submit,Shared platform / public workflow,Shared Operational Home and Public Entry,Public / Shared,Discovery path pending explicit click-proof,Path proof pending,Public / Shared,YES,"Surface is reached from a parent list, card, or workflow with a runtime record id rather than from primary navigation.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED,"Legacy alias audited in ES at 1440 + 390 (`auto_frontend_testing_agent`, 2026-08-02); redirects cleanly to canonical `/jha`, which passed."
frontend/src/app/routing/AppRoutes.jsx,579,/jha/new,Shared platform / public workflow,Shared Operational Home and Public Entry,Public / Shared,Discovery path pending explicit click-proof,Path proof pending,Public / Shared,YES,"Surface is reached from a parent list, card, or workflow with a runtime record id rather than from primary navigation.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED,"Legacy alias audited in ES at 1440 + 390 (`auto_frontend_testing_agent`, 2026-08-02); redirects cleanly to canonical `/jha`, which passed."
frontend/src/app/routing/AppRoutes.jsx,581,/trench-boxes,Shared platform / public workflow,Shared Operational Home and Public Entry,Public / Shared,Discovery path pending explicit click-proof,Path proof pending,Public / Shared,YES,"Surface is reached from a parent list, card, or workflow with a runtime record id rather than from primary navigation.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED,"Legacy alias audited in ES at 1440 + 390 (`auto_frontend_testing_agent`, 2026-08-02); redirects cleanly to canonical `/trench-safety/tabulated-data`, which passed."
frontend/src/app/routing/AppRoutes.jsx,583,/trench-safety,Shared platform / public workflow,Shared Operational Home and Public Entry,Public / Shared,Discovery path pending explicit click-proof,Path proof pending,Public / Shared,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED 390/768/1024/1440,Ledger row already carries certification evidence.
frontend/src/app/routing/AppRoutes.jsx,585,/trench-safety/tabulated-data,Shared platform / public workflow,Shared Operational Home and Public Entry,Public / Shared,Discovery path pending explicit click-proof,Path proof pending,Public / Shared,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED 390/768/1024/1440,Ledger row already carries certification evidence.
frontend/src/app/routing/AppRoutes.jsx,586,/trench-safety/references,Shared platform / public workflow,Shared Operational Home and Public Entry,Public / Shared,Discovery path pending explicit click-proof,Path proof pending,Public / Shared,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED 390/768/1024/1440,Ledger row already carries certification evidence.
frontend/src/app/routing/AppRoutes.jsx,587,/trench-safety/report,Shared platform / public workflow,Shared Operational Home and Public Entry,Public / Shared,Discovery path pending explicit click-proof,Path proof pending,Public / Shared,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED 390/768/1024/1440,Ledger row already carries certification evidence.
frontend/src/app/routing/AppRoutes.jsx,589,/trench-safety/assets/:assetId,Shared platform / public workflow,Shared Operational Home and Public Entry,Public / Shared,Discovery path pending explicit click-proof,Path proof pending,Public / Shared,YES,"Surface is reached from a parent list, card, or workflow with a runtime record id rather than from primary navigation.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED 390/768/1024/1440,Ledger row already carries certification evidence.
frontend/src/app/routing/AppRoutes.jsx,591,/transport-invite/:token,Transportation Operations,Transportation Operations,Transportation / Dispatch / Carrier,Token or email handoff,Token or email workflow,Transportation / Dispatch / Carrier,YES,"Surface is meant to open from a tokenized email, QR, or continuity link instead of global navigation.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED 390/768/1024/1440,Ledger row already carries certification evidence.
frontend/src/app/routing/AppRoutes.jsx,592,/transport-verify/:cnum,Transportation Operations,Transportation Operations,Transportation / Dispatch / Carrier,Discovery path pending explicit click-proof,Bounded public workflow,Transportation / Dispatch / Carrier,YES,"Surface is meant to open from a bounded public workflow, not from the authenticated navigation tree.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED 390/768/1024/1440,Ledger row already carries certification evidence.
frontend/src/app/routing/AppRoutes.jsx,600,/incidents/new,Shared platform / public workflow,Shared Operational Home and Public Entry,Public / Shared,Discovery path pending explicit click-proof,Path proof pending,Public / Shared,YES,"Surface is reached from a parent list, card, or workflow with a runtime record id rather than from primary navigation.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED,"Legacy alias audited in ES at 1440 + 390 (`auto_frontend_testing_agent`, 2026-08-02); redirects cleanly to canonical `/incidents/report`, which passed."
frontend/src/app/routing/AppRoutes.jsx,601,/incidents/submit,Shared platform / public workflow,Shared Operational Home and Public Entry,Public / Shared,Discovery path pending explicit click-proof,Path proof pending,Public / Shared,YES,"Surface is reached from a parent list, card, or workflow with a runtime record id rather than from primary navigation.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED,"Legacy alias audited in ES at 1440 + 390 (`auto_frontend_testing_agent`, 2026-08-02); redirects cleanly to canonical `/incidents/report`, which passed."
frontend/src/app/routing/AppRoutes.jsx,603,/incidents/report,Shared platform / public workflow,Shared Operational Home and Public Entry,Public / Shared,Discovery path pending explicit click-proof,Path proof pending,Public / Shared,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED,2026-08-02 Level 1 Safety certification: public incident-report route passed EN/ES and responsive proof with all incident-type entry cards present.
frontend/src/app/routing/AppRoutes.jsx,605,/near-miss,Shared platform / public workflow,Shared Operational Home and Public Entry,Public / Shared,Discovery path pending explicit click-proof,Path proof pending,Public / Shared,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED 390/768/1024/1440,Ledger row already carries certification evidence.
frontend/src/app/routing/AppRoutes.jsx,607,/safety/cases/:caseId,Safety Operations,Safety Operations,Safety operator / public safety user,Discovery path pending explicit click-proof,Path proof pending,Safety operator / public safety user,YES,"Surface is reached from a parent list, card, or workflow with a runtime record id rather than from primary navigation.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED fixture-backed safety case proof (2026-08-02),"2026-08-02 Level 2 Safety certification: case workspace verified with discovered case INC-2026-00826 (71477b5c-13fe-4f25-9ba0-d156bf47912c), EN/ES, and responsive proof."
frontend/src/app/routing/AppRoutes.jsx,612,/safety/incidents/:caseId/thread,Safety Operations,Safety Operations,Safety operator / public safety user,Discovery path pending explicit click-proof,Path proof pending,Safety operator / public safety user,YES,"Surface is reached from a parent list, card, or workflow with a runtime record id rather than from primary navigation.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED fixture-backed safety thread proof (2026-08-02),2026-08-02 Level 2 Safety certification: incident operational thread verified with case INC-2026-00826 and responsive proof.
frontend/src/app/routing/AppRoutes.jsx,614,/safety/executive-intelligence,Safety Operations,Safety Operations,Safety operator / public safety user,Discovery path pending explicit click-proof,Path proof pending,Safety operator / public safety user,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED safety shell + EN/ES + responsive proof (2026-08-02),"Certified after shared Safety sidebar localization fix plus family re-audit at 1440 + 390 (`auto_frontend_testing_agent`, 2026-08-02); route now renders governed Spanish chrome cleanly."
frontend/src/app/routing/AppRoutes.jsx,616,/safety/cases/:caseId/reports/:reportType,Safety Operations,Safety Operations,Safety operator / public safety user,Discovery path pending explicit click-proof,Path proof pending,Safety operator / public safety user,YES,"Surface is reached from a parent list, card, or workflow with a runtime record id rather than from primary navigation.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED fixture-backed safety report proof (2026-08-02),2026-08-02 Level 2 Safety certification: case report route verified with case INC-2026-00826 and reportType incident.
frontend/src/app/routing/AppRoutes.jsx,618,/safety/cases/:caseId/executive-report,Safety Operations,Safety Operations,Safety operator / public safety user,Discovery path pending explicit click-proof,Path proof pending,Safety operator / public safety user,YES,"Surface is reached from a parent list, card, or workflow with a runtime record id rather than from primary navigation.",PRIMARY_ROUTE,PENDING_REVIEW,PENDING_REVIEW,PENDING,"2026-08-02 exact blocker: route exists, but valid case 71477b5c-13fe-4f25-9ba0-d156bf47912c returns 404 on executive-report; prerequisite is a seeded case/report condition or backend availability for executive report generation."
frontend/src/app/routing/AppRoutes.jsx,624,/daily/new,Shared platform / public workflow,Shared Operational Home and Public Entry,Public / Shared,Browser proof 2026-08-01: direct alias route,/daily/new → /daily/submit (browser proof 2026-08-01),Public / Shared,YES,"Surface is reached from a parent list, card, or workflow with a runtime record id rather than from primary navigation.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED,Alias/redirect proven by canonical browser evidence and source redirect mapping.
frontend/src/app/routing/AppRoutes.jsx,625,/daily/submit,Shared platform / public workflow,Shared Operational Home and Public Entry,Public / Shared,Discovery path pending explicit click-proof,Path proof pending,Public / Shared,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED,Certified after direct screenshot proof and shared translation fixes (`20260802_151534`); route now renders governed Spanish workflow copy and action chrome cleanly.
frontend/src/app/routing/AppRoutes.jsx,627,/equipment/new,Shared platform / public workflow,Shared Operational Home and Public Entry,Public / Shared,Discovery path pending explicit click-proof,Path proof pending,Public / Shared,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED,"Certified after direct ES proof at 1440 + 390 (`20260802_035254`); pre-op equipment inspection now holds governed Spanish copy, responsive layout, and governed capture controls."
frontend/src/app/routing/AppRoutes.jsx,628,/equipment/submit,Shared platform / public workflow,Shared Operational Home and Public Entry,Public / Shared,Discovery path pending explicit click-proof,Path proof pending,Public / Shared,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED,2026-08-02 Level 1 Safety certification: public equipment inspection submission route passed responsive proof with required form controls present.
