route/surface,role,visible text,banned term,classification,replacement,runtime proof,status
/AdminForecastingCommitments,Admin,Governance,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/AdminForecastingCommitments.jsx:64,EXEMPT
/AdminGeofenceReconciliation,Admin,Motive Geofence Reconciliation,reconciliation,TECHNICAL_ADMIN_EXCEPTION,review,static_scan::frontend/src/pages/admin/AdminGeofenceReconciliation.jsx:169,EXEMPT
/AdminGeofenceReconciliation,Admin,Run Reconciliation,reconciliation,TECHNICAL_ADMIN_EXCEPTION,review,static_scan::frontend/src/pages/admin/AdminGeofenceReconciliation.jsx:204,EXEMPT
/AdminGeofenceReconciliation,Admin,No rows for this filter. Try “Import Geofences” + “Run Reconciliation”.,reconciliation,TECHNICAL_ADMIN_EXCEPTION,review,static_scan::frontend/src/pages/admin/AdminGeofenceReconciliation.jsx:277,EXEMPT
/AdminGovernanceHierarchyFoundation,Admin,Enterprise Governance,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminGovernanceHierarchyFoundation.jsx:322,EXEMPT
/AdminGovernanceListPage,Admin,Governance reference page,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminGovernanceListPage.jsx:339,EXEMPT
/AdminGovernanceListPage,Admin,"No governance records are currently available for this page. When the source collection is populated, this page will summarize each item in plain English here.",collection,TECHNICAL_ADMIN_EXCEPTION,record list,static_scan::frontend/src/pages/admin/AdminGovernanceListPage.jsx:375,EXEMPT
/AdminGovernanceListPage,Admin,"No governance records are currently available for this page. When the source collection is populated, this page will summarize each item in plain English here.",governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminGovernanceListPage.jsx:375,EXEMPT
/AdminGovernanceProjectBudgetAuthority,Admin,"Review budget imports, open financial questions, and active versions without changing accounting truth.",truth,TECHNICAL_ADMIN_EXCEPTION,approved record,static_scan::frontend/src/pages/admin/AdminGovernanceProjectBudgetAuthority.jsx:168,EXEMPT
/AdminGovernanceProjectBudgetAuthority,Admin,"Budget is planning truth here. Commitments stay linked to PO Requests, candidate receipts stay review-only, and accounting / ERP remains the actual-cost authority.",truth,TECHNICAL_ADMIN_EXCEPTION,approved record,static_scan::frontend/src/pages/admin/AdminGovernanceProjectBudgetAuthority.jsx:211,EXEMPT
/AdminGovernanceProjectScheduleAuthority,Admin,"Review schedule imports, work-package readiness, and active planning records without changing project, budget, or Daily Report truth.",truth,TECHNICAL_ADMIN_EXCEPTION,approved record,static_scan::frontend/src/pages/admin/AdminGovernanceProjectScheduleAuthority.jsx:180,EXEMPT
/AdminGovernanceProjectScheduleAuthority,Admin,"The schedule remains planning truth only. Budget, commitments, actual cost, forecast, revenue, billing, and collections stay separate. Constraints remain operational records, not free-form notes.",truth,TECHNICAL_ADMIN_EXCEPTION,approved record,static_scan::frontend/src/pages/admin/AdminGovernanceProjectScheduleAuthority.jsx:218,EXEMPT
/AdminGovernanceRegistryPage,Admin,Canonical enterprise governance artifacts.,canonical,TECHNICAL_ADMIN_EXCEPTION,approved,static_scan::frontend/src/pages/admin/AdminGovernanceRegistryPage.jsx:24,EXEMPT
/AdminGovernanceRegistryPage,Admin,Governance Registry,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminGovernanceRegistryPage.jsx:24,EXEMPT
/AdminGovernanceRegistryPage,Admin,Canonical enterprise governance artifacts.,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminGovernanceRegistryPage.jsx:24,EXEMPT
/AdminGovernanceRegistryPage,Admin,Enterprise Governance,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminGovernanceRegistryPage.jsx:24,EXEMPT
/AdminGovernanceSectionRoutes,Admin,Policy-ready identity context derived from canonical auth owners.,canonical,TECHNICAL_ADMIN_EXCEPTION,approved,static_scan::frontend/src/pages/admin/AdminGovernanceSectionRoutes.jsx:25,EXEMPT
/AdminGovernanceSectionRoutes,Admin,Enterprise Governance,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminGovernanceSectionRoutes.jsx:25,EXEMPT
/AdminGovernanceSectionRoutes,Admin,Enterprise Governance,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminGovernanceSectionRoutes.jsx:28,EXEMPT
/AdminGovernanceSectionRoutes,Admin,Enterprise Governance,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminGovernanceSectionRoutes.jsx:31,EXEMPT
/AdminGovernanceSectionRoutes,Admin,Versioned governance policies.,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminGovernanceSectionRoutes.jsx:34,EXEMPT
/AdminGovernanceSectionRoutes,Admin,Enterprise Governance,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminGovernanceSectionRoutes.jsx:34,EXEMPT
/AdminGovernanceSectionRoutes,Admin,Enterprise Governance,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminGovernanceSectionRoutes.jsx:37,EXEMPT
/AdminGovernanceSectionRoutes,Admin,Enterprise Governance,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminGovernanceSectionRoutes.jsx:40,EXEMPT
/AdminGovernanceSectionRoutes,Admin,Conflict-prevention governance rules.,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminGovernanceSectionRoutes.jsx:43,EXEMPT
/AdminGovernanceSectionRoutes,Admin,Enterprise Governance,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminGovernanceSectionRoutes.jsx:43,EXEMPT
/AdminGovernanceSectionRoutes,Admin,Enterprise Governance,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminGovernanceSectionRoutes.jsx:46,EXEMPT
/AdminGovernanceSectionRoutes,Admin,Enterprise Governance,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminGovernanceSectionRoutes.jsx:49,EXEMPT
/AdminGovernanceSectionRoutes,Admin,Governance Decisions,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminGovernanceSectionRoutes.jsx:52,EXEMPT
/AdminGovernanceSectionRoutes,Admin,Enterprise Governance,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminGovernanceSectionRoutes.jsx:52,EXEMPT
/AdminGovernanceSectionRoutes,Admin,Governance Audit,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminGovernanceSectionRoutes.jsx:55,EXEMPT
/AdminGovernanceSectionRoutes,Admin,Governance audit history.,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminGovernanceSectionRoutes.jsx:55,EXEMPT
/AdminGovernanceSectionRoutes,Admin,Enterprise Governance,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminGovernanceSectionRoutes.jsx:55,EXEMPT
/AdminGovernanceSectionRoutes,Admin,Governance Versions,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminGovernanceSectionRoutes.jsx:58,EXEMPT
/AdminGovernanceSectionRoutes,Admin,Enterprise Governance,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminGovernanceSectionRoutes.jsx:58,EXEMPT
/AdminGovernanceSectionRoutes,Admin,Governance Health,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminGovernanceSectionRoutes.jsx:61,EXEMPT
/AdminGovernanceSectionRoutes,Admin,Enterprise governance health summary.,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminGovernanceSectionRoutes.jsx:61,EXEMPT
/AdminGovernanceSectionRoutes,Admin,Enterprise Governance,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminGovernanceSectionRoutes.jsx:61,EXEMPT
/AdminGuidanceCoverage,Admin,Phase 3 · Operational Governance,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminGuidanceCoverage.jsx:61,EXEMPT
/AdminGuide,Admin,⚠ Before any redeploy — the Pre-Deploy Snapshot panel,snapshot,TECHNICAL_ADMIN_EXCEPTION,saved update,static_scan::frontend/src/pages/AdminGuide.jsx:152,EXEMPT
/AdminGuide,Admin,SAFE TO REDEPLOY. The hourly auto-snapshot has you covered.,snapshot,TECHNICAL_ADMIN_EXCEPTION,saved update,static_scan::frontend/src/pages/AdminGuide.jsx:157,EXEMPT
/AdminGuide,Admin,Run a snapshot NOW. Wait for it to complete before any redeploy.,snapshot,TECHNICAL_ADMIN_EXCEPTION,saved update,static_scan::frontend/src/pages/AdminGuide.jsx:165,EXEMPT
/AdminGuide,Admin,to glance at the snapshot freshness panel (should always be green).,snapshot,TECHNICAL_ADMIN_EXCEPTION,saved update,static_scan::frontend/src/pages/AdminGuide.jsx:202,EXEMPT
/AdminGuide,Admin,Project P&L Snapshot — live job-cost dashboard,snapshot,TECHNICAL_ADMIN_EXCEPTION,saved update,static_scan::frontend/src/pages/AdminGuide.jsx:207,EXEMPT
/AdminGuide,Admin,". Pick a project, optional date range, your labor rate ($/hr), and you get a live snapshot pulled straight from submitted Daily Reports.",snapshot,TECHNICAL_ADMIN_EXCEPTION,saved update,static_scan::frontend/src/pages/AdminGuide.jsx:210,EXEMPT
/AdminGuide,Admin,Pre-Deploy Snapshot,snapshot,TECHNICAL_ADMIN_EXCEPTION,saved update,static_scan::frontend/src/pages/AdminGuide.jsx:333,EXEMPT
/AdminGuide,Admin,SNAPSHOT NOW,snapshot,TECHNICAL_ADMIN_EXCEPTION,saved update,static_scan::frontend/src/pages/AdminGuide.jsx:334,EXEMPT
/AdminGuide,Admin,", the email content is logged to backend logs instead of sending — useful in preview env but never the case in production.",backend,TECHNICAL_ADMIN_EXCEPTION,system records,static_scan::frontend/src/pages/AdminGuide.jsx:389,EXEMPT
/AdminGuide,Admin,POST /api/field-leadership/time-off/public-link,API,TECHNICAL_ADMIN_EXCEPTION,admin settings,static_scan::frontend/src/pages/AdminGuide.jsx:454,EXEMPT
/AdminGuide,Admin,— telematics placeholder (live API integration deferred).,API,TECHNICAL_ADMIN_EXCEPTION,admin settings,static_scan::frontend/src/pages/AdminGuide.jsx:570,EXEMPT
/AdminGuide,Admin,— work-order placeholder (live API integration deferred).,API,TECHNICAL_ADMIN_EXCEPTION,admin settings,static_scan::frontend/src/pages/AdminGuide.jsx:571,EXEMPT
/AdminGuide,Admin,NO live API calls today. Integration framework is passive-observational until live keys are issued and stability is proven.,API,TECHNICAL_ADMIN_EXCEPTION,admin settings,static_scan::frontend/src/pages/AdminGuide.jsx:605,EXEMPT
/AdminIntegrationCenter,Admin,API Key,API,TECHNICAL_ADMIN_EXCEPTION,admin settings,static_scan::frontend/src/pages/admin/AdminIntegrationCenter.jsx:156,EXEMPT
/AdminIntegrationCenter,Admin,Bulk-create / bulk-update mappings before the live API is wired. Each CSV must include an internal asset key (column:,API,TECHNICAL_ADMIN_EXCEPTION,admin settings,static_scan::frontend/src/pages/admin/AdminIntegrationCenter.jsx:651,EXEMPT
/AdminIntegrationCenter,Admin,collection is written. Existing mappings will,collection,TECHNICAL_ADMIN_EXCEPTION,record list,static_scan::frontend/src/pages/admin/AdminIntegrationCenter.jsx:898,EXEMPT
/AdminLegacyImports,Admin,collection:,collection,TECHNICAL_ADMIN_EXCEPTION,record list,static_scan::frontend/src/pages/AdminLegacyImports.jsx:457,EXEMPT
/AdminLegacyImports,Admin,OCR/AI-assisted reconciliation queue · humans approve every promotion.,reconciliation,TECHNICAL_ADMIN_EXCEPTION,review,static_scan::frontend/src/pages/AdminLegacyImports.jsx:85,EXEMPT
/AdminLegacyImports,Admin,Historical Records · Reconciliation Queue,reconciliation,TECHNICAL_ADMIN_EXCEPTION,review,static_scan::frontend/src/pages/AdminLegacyImports.jsx:98,EXEMPT
/AdminOS,Admin,Governance & Trust,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminOS.jsx:491,EXEMPT
/AdminOS,Admin,"Governance rules, audit log, compliance findings, deploy readiness.",governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminOS.jsx:495,EXEMPT
/AdminOS,Admin,Download a Markdown snapshot of the current platform trust state,snapshot,TECHNICAL_ADMIN_EXCEPTION,saved update,static_scan::frontend/src/pages/admin/AdminOS.jsx:727,EXEMPT
/AdminOS,Admin,Export snapshot,snapshot,TECHNICAL_ADMIN_EXCEPTION,saved update,static_scan::frontend/src/pages/admin/AdminOS.jsx:730,EXEMPT
/AdminOS,Admin,"Start with posture, open the domain that needs attention, and keep maintenance/governance actions separated from business operations noise.",governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminOS.jsx:749,EXEMPT
/AdminOS,Admin,Governance & Trust,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminOS.jsx:754,EXEMPT
/AdminOperationalIntelligence,Admin,Recipient/group CRUD is served by the admin API (,API,TECHNICAL_ADMIN_EXCEPTION,admin settings,static_scan::frontend/src/pages/admin/AdminOperationalIntelligence.jsx:489,EXEMPT
/AdminOperationalIntelligence,Admin,Recipient Governance,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminOperationalIntelligence.jsx:489,EXEMPT
/AdminOperationalIntelligence,Admin,Canonical English PDF export · legacy + modern records in one list · management access only,canonical,TECHNICAL_ADMIN_EXCEPTION,approved,static_scan::frontend/src/pages/admin/AdminOperationalIntelligence.jsx:658,EXEMPT
/AdminOperationalIntelligenceRecipients,Admin,Governance,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminOperationalIntelligenceRecipients.jsx:1191,EXEMPT
/AdminOperationalIntelligenceRecipients,Admin,"tab — it uses canonical, already-authorized user emails.",canonical,TECHNICAL_ADMIN_EXCEPTION,approved,static_scan::frontend/src/pages/admin/AdminOperationalIntelligenceRecipients.jsx:408,EXEMPT
/AdminOperationalIntelligenceRecipients,Admin,canonical platform user directory (,canonical,TECHNICAL_ADMIN_EXCEPTION,approved,static_scan::frontend/src/pages/admin/AdminOperationalIntelligenceRecipients.jsx:510,EXEMPT
/AdminOperationalIntelligenceRecipients,Admin,Member removal is not yet exposed via the API — deactivate the individual recipient instead.,API,TECHNICAL_ADMIN_EXCEPTION,admin settings,static_scan::frontend/src/pages/admin/AdminOperationalIntelligenceRecipients.jsx:833,EXEMPT
/AdminOperationalInventory,Admin,Governance · Pass 2 · Read-Only,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminOperationalInventory.jsx:115,EXEMPT
/AdminOperationalInventory,Admin,". 10-field coverage matrix across every portal, user type, public route, and cross-cutting workflow. Surfaces drift as the platform grows. No mutations from this surface.",route,TECHNICAL_ADMIN_EXCEPTION,page,static_scan::frontend/src/pages/admin/AdminOperationalInventory.jsx:124,EXEMPT
/AdminOperationalInventory,Admin,Pass 2 · Live governance signal,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminOperationalInventory.jsx:238,EXEMPT
/AdminOperationalInventory,Admin,Governance roadmap,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminOperationalInventory.jsx:258,EXEMPT
/AdminOperationalInventory,Admin,— Translation schema (body_es + Block renderer),schema,TECHNICAL_ADMIN_EXCEPTION,form layout,static_scan::frontend/src/pages/admin/AdminOperationalInventory.jsx:264,EXEMPT
/AdminOperationalInventory,Admin,Public route,route,TECHNICAL_ADMIN_EXCEPTION,page,static_scan::frontend/src/pages/admin/AdminOperationalInventory.jsx:371,EXEMPT
/AdminOperationalInventory,Admin,Schema landed,schema,TECHNICAL_ADMIN_EXCEPTION,form layout,static_scan::frontend/src/pages/admin/AdminOperationalInventory.jsx:442,EXEMPT
/AdminOperationalInventory,Admin,fields to the article schema. Missing translation → graceful fallback to English. English remains canonical. This panel goes green as Pass 3 lands.,canonical,TECHNICAL_ADMIN_EXCEPTION,approved,static_scan::frontend/src/pages/admin/AdminOperationalInventory.jsx:450,EXEMPT
/AdminOperationalInventory,Admin,fields to the article schema. Missing translation → graceful fallback to English. English remains canonical. This panel goes green as Pass 3 lands.,schema,TECHNICAL_ADMIN_EXCEPTION,form layout,static_scan::frontend/src/pages/admin/AdminOperationalInventory.jsx:450,EXEMPT
/AdminOperationalInventory,Admin,"Every portal has a login door, every public route has guidance, every workflow is documented.",route,TECHNICAL_ADMIN_EXCEPTION,page,static_scan::frontend/src/pages/admin/AdminOperationalInventory.jsx:527,EXEMPT
/AdminOperationalLanguage,Admin,Shared glossary · single source of vocabulary truth · EN + ES.,truth,TECHNICAL_ADMIN_EXCEPTION,approved record,static_scan::frontend/src/pages/admin/AdminOperationalLanguage.jsx:586,EXEMPT
/AdminOperationalLanguage,Admin,Governance & Trust,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminOperationalLanguage.jsx:588,EXEMPT
/AdminOperationalLanguage,Admin,Single source of operational truth · EN + ES parity · versioned in code.,truth,TECHNICAL_ADMIN_EXCEPTION,approved record,static_scan::frontend/src/pages/admin/AdminOperationalLanguage.jsx:604,EXEMPT
/AdminOperationsDashboard,Admin,Read-only operational visibility. Derived from Motive telemetry + Verified geofences.,telemetry,TECHNICAL_ADMIN_EXCEPTION,activity details,static_scan::frontend/src/pages/admin/AdminOperationsDashboard.jsx:106,EXEMPT
/AdminPlatformConfiguration,Admin,Runtime & Build,runtime,TECHNICAL_ADMIN_EXCEPTION,current view,static_scan::frontend/src/pages/admin/AdminPlatformConfiguration.jsx:121,EXEMPT
/AdminProjectIdentityGovernance,Admin,Project Identity Governance,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminProjectIdentityGovernance.jsx:294,EXEMPT
/AdminProjectIdentityGovernance,Admin,Project Identity Governance,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminProjectIdentityGovernance.jsx:305,EXEMPT
/AdminProjectIdentityGovernance,Admin,"• Future grouping uses canonical identity, so resolving each conflict prevents future duplicate folders.",canonical,TECHNICAL_ADMIN_EXCEPTION,approved,static_scan::frontend/src/pages/admin/AdminProjectIdentityGovernance.jsx:331,EXEMPT
/AdminProjectIdentityGovernance,Admin,Canonical Projects,canonical,TECHNICAL_ADMIN_EXCEPTION,approved,static_scan::frontend/src/pages/admin/AdminProjectIdentityGovernance.jsx:343,EXEMPT
/AdminProjectIdentityGovernance,Admin,Governance Queue,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminProjectIdentityGovernance.jsx:344,EXEMPT
/AdminProjectIdentityGovernance,Admin,Last Governance Action,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminProjectIdentityGovernance.jsx:351,EXEMPT
/AdminProjectIdentityGovernance,Admin,Governance Queue,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminProjectIdentityGovernance.jsx:438,EXEMPT
/AdminProjectIdentityGovernance,Admin,No governance items match the current filter. Run a re-scan to refresh detection.,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminProjectIdentityGovernance.jsx:444,EXEMPT
/AdminProjectIdentityGovernance,Admin,Suggested canonical,canonical,TECHNICAL_ADMIN_EXCEPTION,approved,static_scan::frontend/src/pages/admin/AdminProjectIdentityGovernance.jsx:509,EXEMPT
/AdminProjectIdentityGovernance,Admin,— Pick canonical project —,canonical,TECHNICAL_ADMIN_EXCEPTION,approved,static_scan::frontend/src/pages/admin/AdminProjectIdentityGovernance.jsx:566,EXEMPT
/AdminRecovery,Admin,Operational Truth Spine,truth,TECHNICAL_ADMIN_EXCEPTION,approved record,static_scan::frontend/src/pages/admin/AdminRecovery.jsx:392,EXEMPT
/AdminRecovery,Admin,Sources: recovery snapshot · deployment readiness · cluster capacity · scheduler runs · system health,snapshot,TECHNICAL_ADMIN_EXCEPTION,saved update,static_scan::frontend/src/pages/admin/AdminRecovery.jsx:410,EXEMPT
/AdminRecovery,Admin,Archive lineage,lineage,TECHNICAL_ADMIN_EXCEPTION,record history,static_scan::frontend/src/pages/admin/AdminRecovery.jsx:458,EXEMPT
/AdminRecovery,Admin,Lineage confidence,lineage,TECHNICAL_ADMIN_EXCEPTION,record history,static_scan::frontend/src/pages/admin/AdminRecovery.jsx:469,EXEMPT
/AdminStorageRecovery,Admin,Re-probe R2 HEAD/bucket + refresh status snapshot.,snapshot,TECHNICAL_ADMIN_EXCEPTION,saved update,static_scan::frontend/src/pages/admin/AdminStorageRecovery.jsx:371,EXEMPT
/AdminStorageRecovery,Admin,Runtime R2 fallback (local → R2 on write),runtime,TECHNICAL_ADMIN_EXCEPTION,current view,static_scan::frontend/src/pages/admin/AdminStorageRecovery.jsx:409,EXEMPT
/AdminStorageRecovery,Admin,Operational Truth Spine,truth,TECHNICAL_ADMIN_EXCEPTION,approved record,static_scan::frontend/src/pages/admin/AdminStorageRecovery.jsx:600,EXEMPT
/AdminStorageRecovery,Admin,Truth subject=,truth,TECHNICAL_ADMIN_EXCEPTION,approved record,static_scan::frontend/src/pages/admin/AdminStorageRecovery.jsx:606,EXEMPT
/AdminStorageRecovery,Admin,Sources: /api/admin/recovery/snapshot · /api/admin/backups-scheduler-state · /api/admin/integrations/health · /api/admin/r2/lifecycle/retention · /api/admin/operations-control/audit,API,TECHNICAL_ADMIN_EXCEPTION,admin settings,static_scan::frontend/src/pages/admin/AdminStorageRecovery.jsx:685,EXEMPT
/AdminStorageRecovery,Admin,Sources: /api/admin/recovery/snapshot · /api/admin/backups-scheduler-state · /api/admin/integrations/health · /api/admin/r2/lifecycle/retention · /api/admin/operations-control/audit,snapshot,TECHNICAL_ADMIN_EXCEPTION,saved update,static_scan::frontend/src/pages/admin/AdminStorageRecovery.jsx:685,EXEMPT
/AdminStorageRecovery,Admin,Lifecycle Governance,governance,TECHNICAL_ADMIN_EXCEPTION,oversight,static_scan::frontend/src/pages/admin/AdminStorageRecovery.jsx:822,EXEMPT
/AdminVendorThread,Admin,Owner (source-of-truth for vendor master),truth,TECHNICAL_ADMIN_EXCEPTION,approved record,static_scan::frontend/src/pages/AdminVendorThread.jsx:185,EXEMPT
/DeployRecovery,Operator,No backup runs recorded yet — confirm the hourly R2 snapshot cron is armed before deploy.,snapshot,TECHNICAL_ADMIN_EXCEPTION,saved update,static_scan::frontend/src/pages/admin/DeployRecovery.jsx:129,EXEMPT
/DeployRecovery,Operator,"Restore reads the R2 snapshot into a quarantine collection set first. Verify counts, then promote.",collection,TECHNICAL_ADMIN_EXCEPTION,record list,static_scan::frontend/src/pages/admin/DeployRecovery.jsx:179,EXEMPT
/DeployRecovery,Operator,"Restore reads the R2 snapshot into a quarantine collection set first. Verify counts, then promote.",snapshot,TECHNICAL_ADMIN_EXCEPTION,saved update,static_scan::frontend/src/pages/admin/DeployRecovery.jsx:179,EXEMPT
/DeployRecovery,Operator,Snapshot the build version above so it can be referenced in the rollback target.,snapshot,TECHNICAL_ADMIN_EXCEPTION,saved update,static_scan::frontend/src/pages/admin/DeployRecovery.jsx:191,EXEMPT
/DeployRecovery,Operator,GET /api/health,API,TECHNICAL_ADMIN_EXCEPTION,admin settings,static_scan::frontend/src/pages/admin/DeployRecovery.jsx:197,EXEMPT
